wholepath,ctxID,centerlon,centerlat,areakm2,hits,hitratio,RegistrationScore,review_status
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\P18_008175_2406_XN_60N276W_B22_018104_2406_XN_60N276W,P18_008175_2406_XN_60N276W_B22_018104_2406_XN_60N276W,-5701649.544,3580516.575,1872.421691,9,0.00480661,0.297920913,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\P14_006695_1889_XN_08N176W_J09_048324_1867_XI_06N176W,P14_006695_1889_XN_08N176W_J09_048324_1867_XI_06N176W,208239.5323,452340.7062,13.09964621,0,0,0.297912717,
G:\crater_flux_output_folders\output_-60_-50_0_75\G20_026021_2398_XN_59N057W_F22_044469_2386_XN_58N057W,G20_026021_2398_XN_59N057W_F22_044469_2386_XN_58N057W,7237448.357,3500839.316,375.2907675,5,0.013323003,0.297904223,done
G:\crater_flux_output_folders\output_-60_-50_-75_0\P11_005517_1620_XI_18S049W_F10_039854_1645_XN_15S050W,P11_005517_1620_XI_18S049W_F10_039854_1645_XN_15S050W,7690787.68,-917539.5707,81.55943952,2,0.024521993,0.297902584,done
G:\crater_flux_output_folders\output_-110_-100_-30_0\B18_016674_1726_XN_07S104W_B17_016463_1709_XN_09S103W,B18_016674_1726_XN_07S104W_B17_016463_1709_XN_09S103W,4510232.544,-471240.3305,19.17346106,2,0.104310849,0.297902077,
G:\crater_flux_output_folders\output_0_10_0_75\F16_042067_1829_XI_02N351W_J05_046801_1796_XI_00S351W,F16_042067_1829_XI_02N351W_J05_046801_1796_XI_00S351W,-10169240.89,74533.8306,667.5641517,20,0.029959667,0.297901392,done
G:\crater_flux_output_folders\output_-60_-50_-75_0\D12_032021_1657_XN_14S053W_D13_032377_1650_XN_15S053W,D12_032021_1657_XN_14S053W_D13_032377_1650_XN_15S053W,7524568.884,-862120.3479,284.2489146,19,0.066842823,0.297894716,done
G:\crater_flux_output_folders\output_80_90_-25_0\P17_007806_1763_XI_03S270W_P19_008452_1798_XN_00S271W,P17_007806_1763_XI_03S270W_P19_008452_1798_XN_00S271W,-5408772.162,-68254.61813,57.22851318,2,0.034947614,0.297881722,
G:\crater_flux_output_folders\output_-110_-100_30_60\B08_012731_2102_XN_30N102W_B16_016054_2091_XN_29N102W,B08_012731_2102_XN_30N102W_B16_016054_2091_XN_29N102W,4606142.377,1789327.389,127.2824679,10,0.078565416,0.297880173,done
G:\crater_flux_output_folders\output_0_10_0_75\P18_008112_2251_XI_45N352W_G03_019531_2288_XN_48N352W,P18_008112_2251_XI_45N352W_G03_019531_2288_XN_48N352W,-10222762.14,2799060.36,189.948919,16,0.084233172,0.297828525,done
G:\crater_flux_output_folders\output_130_140_-75_0\P15_006855_1746_XN_05S222W_J08_047772_1752_XN_04S222W,P15_006855_1746_XN_05S222W_J08_047772_1752_XN_04S222W,-2532427.715,-284663.696,740.41123,0,0,0.297807485,
G:\crater_flux_output_folders\output_-115_-110_50_85\B01_009877_2793_XN_80N110W_D01_027407_2600_XN_80N110W,B01_009877_2793_XN_80N110W_D01_027407_2600_XN_80N110W,2961.0826,-579506.5143,13.85998724,0,0,0.297797561,
G:\crater_flux_output_folders\output_-60_-50_-75_0\F06_038047_1646_XN_15S050W_F17_042623_1645_XN_15S050W,F06_038047_1646_XN_15S050W_F17_042623_1645_XN_15S050W,7687394.237,-911705.1508,311.3479058,5,0.016059205,0.297777027,done
G:\crater_flux_output_folders\output_-115_-110_50_85\P01_001589_2468_XI_66N110W_G05_020023_2473_XN_67N109W,P01_001589_2468_XI_66N110W_G05_020023_2473_XN_67N109W,4138927.184,3959483.855,98.06513184,0,0,0.297762811,
G:\crater_flux_output_folders\output_130_140_-75_0\B07_012195_1750_XN_05S222W_G12_023034_1758_XN_04S222W,B07_012195_1750_XN_05S222W_G12_023034_1758_XN_04S222W,-2529354.628,-255781.43,616.9702179,0,0,0.297751248,
G:\crater_flux_output_folders\output_130_140_-75_0\F06_038093_1758_XN_04S226W_F20_043592_1789_XI_01S227W,F06_038093_1758_XN_04S226W_F20_043592_1789_XI_01S227W,-2774405.031,-157582.2934,396.1587046,0,0,0.297710747,
G:\crater_flux_output_folders\output_130_140_0_75\P15_007026_2352_XN_55N220W_B01_009887_2383_XN_58N221W,P15_007026_2352_XN_55N220W_B01_009887_2383_XN_58N221W,-2438409.757,3320843.467,381.5948578,4,0.010482322,0.297709405,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\P07_003623_1369_XN_43S178W_G14_023771_1390_XN_41S178W,P07_003623_1369_XN_43S178W_G14_023771_1390_XN_41S178W,95183.55984,-2477921.175,57.79003449,4,0.069216086,0.297691852,done
G:\crater_flux_output_folders\output_-60_-50_-75_0\D20_034869_1653_XN_14S049W_D20_035080_1652_XI_14S050W,D20_034869_1653_XN_14S049W_D20_035080_1652_XI_14S050W,7699395.66,-766525.3616,408.194785,6,0.014698865,0.297684968,done
G:\crater_flux_output_folders\output_-110_-100_30_60\P18_008037_2405_XN_60N109W_B22_018177_2404_XN_60N108W,P18_008037_2405_XN_60N109W_B22_018177_2404_XN_60N108W,4218814.604,3549301.668,760.6045257,5,0.006573718,0.297682285,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\B17_016281_1407_XN_39S171W_J06_046966_1413_XN_38S172W,B17_016281_1407_XN_39S171W_J06_046966_1413_XN_38S172W,492540.678,-2294841.948,60.26973428,1,0.016592076,0.297666758,done
G:\crater_flux_output_folders\output_-110_-100_10_30\F03_036994_2015_XN_21N108W_J07_047504_2017_XN_21N108W,F03_036994_2015_XN_21N108W_J07_047504_2017_XN_21N108W,4228959.872,1271656.351,571.0748712,16,0.028017342,0.297648787,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\B18_016822_1350_XI_45S179W_J05_046729_1298_XN_50S179W,B18_016822_1350_XI_45S179W_J05_046729_1298_XN_50S179W,13727.64416,-2804760.908,49.9180734,3,0.060098473,0.297644883,
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\B12_014389_1297_XI_50S356W_G12_022749_1305_XI_49S356W,B12_014389_1297_XI_50S356W_G12_022749_1305_XI_49S356W,-10433136.61,-2943375.3,89.82203415,2,0.022266251,0.2976408,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\B08_012602_1415_XI_38S171W_F20_043722_1397_XI_40S172W,B08_012602_1415_XI_38S171W_F20_043722_1397_XI_40S172W,478646.266,-2290026.14,5.183022707,0,0,0.297611952,
G:\crater_flux_output_folders\output_130_140_0_75\P03_002332_2053_XN_25N221W_P04_002543_2062_XN_26N222W,P03_002332_2053_XN_25N221W_P04_002543_2062_XN_26N222W,-2495307.916,1536302.509,75.93444327,5,0.065846272,0.297583222,done
G:\crater_flux_output_folders\output_-110_-100_-30_0\G14_023676_1652_XI_14S108W_J15_050550_1653_XI_14S108W,G14_023676_1652_XI_14S108W_J15_050550_1653_XI_14S108W,4258589.456,-867981.542,147.6947557,10,0.067707211,0.297571242,done
G:\crater_flux_output_folders\output_130_140_-75_0\P20_008701_1722_XN_07S230W_G14_023509_1753_XI_04S230W,P20_008701_1722_XN_07S230W_G14_023509_1753_XI_04S230W,-2955786.88,-431595.6885,52.84816056,0,0,0.297563285,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B06_011850_2264_XN_46N171W_B09_012984_2264_XN_46N171W,B06_011850_2264_XN_46N171W_B09_012984_2264_XN_46N171W,504450.5694,2736538.855,1051.400557,8,0.007608898,0.297560304,done
G:\crater_flux_output_folders\output_130_140_0_75\P08_004099_1894_XI_09N220W_G13_023324_1916_XN_11N221W,P08_004099_1894_XI_09N220W_G13_023324_1916_XN_11N221W,-2433449.632,674185.74,193.1225195,14,0.07249284,0.297555476,done
G:\crater_flux_output_folders\output_-60_-50_0_75\D21_035304_2401_XN_60N057W_J18_051840_2398_XN_59N057W,D21_035304_2401_XN_60N057W_J18_051840_2398_XN_59N057W,7255966.588,3542378.17,1274.245236,10,0.007847783,0.297553152,done
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\P17_007542_2409_XN_60N272W_J01_045189_2448_XN_64N273W,P17_007542_2409_XN_60N272W_J01_045189_2448_XN_64N273W,-5470409.916,3649813.543,439.5488952,2,0.00455012,0.297547072,done
G:\crater_flux_output_folders\output_130_140_-75_0\P22_009650_1772_XI_02S222W_G20_026146_1752_XN_04S222W,P22_009650_1772_XI_02S222W_G20_026146_1752_XN_04S222W,-2528654.245,-277316.4396,2153.058139,0,0,0.297532737,
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\D03_028271_2247_XI_44N279W_F01_035998_2258_XN_45N280W,D03_028271_2247_XI_44N279W_F01_035998_2258_XN_45N280W,-5920947.459,2648926.067,482.7152589,8,0.016572917,0.297517568,done
G:\crater_flux_output_folders\output_0_10_-25_-0.01\G02_018925_1694_XN_10S359W_F09_039351_1669_XN_13S359W,G02_018925_1694_XN_10S359W_F09_039351_1669_XN_13S359W,-10647761.63,-711681.0268,121.7104204,18,0.147892021,0.297508776,done
G:\crater_flux_output_folders\output_130_140_0_75\G14_023693_2282_XN_48N220W_D20_035165_2286_XN_48N220W,G14_023693_2282_XN_48N220W_D20_035165_2286_XN_48N220W,-2396200.926,2849868.587,385.472049,7,0.018159553,0.297501832,done
G:\crater_flux_output_folders\output_-115_-110_-50_-35\B16_016081_1389_XN_41S110W_J04_046344_1343_XN_45S109W,B16_016081_1389_XN_41S110W_J04_046344_1343_XN_45S109W,4134427.599,-2432929.19,13.88076632,1,0.072042132,0.297499001,done
G:\crater_flux_output_folders\output_-60_-50_-75_0\P12_005636_1757_XI_04S060W_G02_018914_1721_XN_07S060W,P12_005636_1757_XI_04S060W_G02_018914_1721_XN_07S060W,7116735.416,-406148.555,32.35790565,7,0.216330441,0.297492266,done
G:\crater_flux_output_folders\output_-110_-100_30_60\D22_035886_2225_XN_42N102W_J03_045895_2244_XN_44N103W,D22_035886_2225_XN_42N102W_J03_045895_2244_XN_44N103W,4572720.545,2504402.8,84.90487712,3,0.035333659,0.297486544,done
G:\crater_flux_output_folders\output_-115_-110_-15_-10\B19_017215_1709_XN_09S114W_G06_020617_1688_XN_11S113W,B19_017215_1709_XN_09S114W_G06_020617_1688_XN_11S113W,3928549.175,-593793.3452,19.93239554,4,0.200678337,0.297476649,done
G:\crater_flux_output_folders\output_130_140_-75_0\J01_045267_1553_XN_24S227W_J05_046757_1538_XN_26S227W,J01_045267_1553_XN_24S227W_J05_046757_1538_XN_26S227W,-2818334.813,-1511772.744,162.5299452,0,0,0.297471792,
G:\crater_flux_output_folders\output_130_140_-75_0\P17_007778_1721_XN_07S225W_F06_038093_1758_XN_04S226W,P17_007778_1721_XN_07S225W_F06_038093_1758_XN_04S226W,-2742486.986,-328451.6813,406.4492022,0,0,0.297466606,
G:\crater_flux_output_folders\output_-60_-50_0_75\P13_005952_2000_XN_20N051W_G09_021709_2041_XN_24N051W,P13_005952_2000_XN_20N051W_G09_021709_2041_XN_24N051W,7622974.582,1330863.587,16.11964256,9,0.558325035,0.29746595,
G:\crater_flux_output_folders\output_-110_-100_0_10\G19_025535_1876_XN_07N103W_D03_028212_1859_XN_05N103W,G19_025535_1876_XN_07N103W_D03_028212_1859_XN_05N103W,4525860.99,383502.3435,26.52182104,4,0.150819206,0.297447383,done
G:\crater_flux_output_folders\output_-115_-110_-85_-70\P08_004202_0957_XI_84S118W_P09_004413_0957_XI_84S118W,P08_004202_0957_XI_84S118W_P09_004413_0957_XI_84S118W,18750.99574,330125.2278,21.45872532,2,0.093202181,0.29743883,done
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\D14_032665_1199_XI_60S349W_F14_041408_1231_XN_56S350W,D14_032665_1199_XI_60S349W_F14_041408_1231_XN_56S350W,-10091746.92,-3429164.637,212.0287228,4,0.018865369,0.297434986,done
G:\crater_flux_output_folders\output_-110_-100_0_10\D01_027777_1902_XN_10N109W_F05_037693_1918_XN_11N110W,D01_027777_1902_XN_10N109W_F05_037693_1918_XN_11N110W,4157885.127,585816.993,152.8204939,18,0.11778525,0.297415227,done
G:\crater_flux_output_folders\output_-60_-50_-75_0\B18_016712_1436_XN_36S057W_D13_032285_1432_XN_36S057W,B18_016712_1436_XN_36S057W_D13_032285_1432_XN_36S057W,7245685.713,-2145314.338,149.8743171,12,0.080067087,0.297372431,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\B17_016400_1389_XN_41S179W_G14_023626_1345_XN_45S179W,B17_016400_1389_XN_41S179W_G14_023626_1345_XN_45S179W,40056.23721,-2488453.741,32.03604202,11,0.343363265,0.297368288,done
G:\crater_flux_output_folders\output_130_140_-75_0\B16_015927_1488_XN_31S227W_G12_022942_1470_XN_33S226W,B16_015927_1488_XN_31S227W_G12_022942_1470_XN_33S226W,-2784545.263,-1902647.507,137.9720606,0,0,0.297364652,
G:\crater_flux_output_folders\output_-110_-100_30_60\B17_016410_2227_XN_42N103W_F20_043640_2223_XN_42N103W,B17_016410_2227_XN_42N103W_F20_043640_2223_XN_42N103W,4530531.324,2491084.353,378.4790824,6,0.015852924,0.297360629,done
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\D02_028050_1327_XN_47S354W_D21_035566_1311_XN_48S354W,D02_028050_1327_XN_47S354W_D21_035566_1311_XN_48S354W,-10338495.98,-2835932.699,33.42441596,5,0.149591245,0.297347218,done
G:\crater_flux_output_folders\output_-115_-110_-10_0\P12_005572_1727_XN_07S113W_G15_024019_1706_XN_09S113W,P12_005572_1727_XN_07S113W_G15_024019_1706_XN_09S113W,3957480.036,-521979.2097,78.58776704,5,0.063623134,0.297340065,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B01_010215_2182_XI_38N172W_B17_016373_2232_XN_43N173W,B01_010215_2182_XI_38N172W_B17_016373_2232_XN_43N173W,432862.672,2394437.264,192.1200355,18,0.093691426,0.297337949,done
G:\crater_flux_output_folders\output_-110_-100_-30_0\G14_023676_1652_XI_14S108W_G19_025799_1653_XI_14S108W,G14_023676_1652_XI_14S108W_G19_025799_1653_XI_14S108W,4258887.164,-867673.8268,203.0245111,11,0.05418065,0.297336459,done
G:\crater_flux_output_folders\output_80_90_-25_0\B05_011432_1589_XI_21S271W_D19_034653_1644_XN_15S272W,B05_011432_1589_XI_21S271W_D19_034653_1644_XN_15S272W,-5430693.555,-1091525.492,172.7432616,0,0,0.297323793,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\P06_003491_1329_XN_47S174W_D08_030496_1338_XI_46S174W,P06_003491_1329_XN_47S174W_D08_030496_1338_XI_46S174W,342057.0524,-2724046.29,655.9641458,14,0.02134263,0.297306806,done
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\P16_007186_2400_XN_60N270W_P18_008043_2385_XN_58N270W,P16_007186_2400_XN_60N270W_P18_008043_2385_XN_58N270W,-5360534.92,3454242.155,2100.817205,6,0.002856031,0.297304928,done
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\G21_026596_2294_XN_49N275W_D01_027651_2304_XN_50N275W,G21_026596_2294_XN_49N275W_D01_027651_2304_XN_50N275W,-5668740.792,2956674.097,115.3596193,12,0.104022535,0.297290921,done
G:\crater_flux_output_folders\output_80_90_-50_-25\B22_018355_1520_XN_28S276W_J04_046205_1492_XN_30S276W,B22_018355_1520_XN_28S276W_J04_046205_1492_XN_30S276W,-5706234.751,-1660224.361,72.98897707,3,0.041102097,0.297290325,
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\F03_036855_2398_XI_59N278W_J19_052125_2390_XN_59N277W,F03_036855_2398_XI_59N278W_J19_052125_2390_XN_59N277W,-5817402.983,3479792.836,317.3569149,13,0.040963342,0.297281653,done
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\P12_005815_2128_XI_32N272W_B08_012579_2116_XI_31N271W,P12_005815_2128_XI_32N272W_B08_012579_2116_XI_31N271W,-5446158.661,1914081.295,193.1381886,17,0.088019879,0.297265559,done
G:\crater_flux_output_folders\output_130_140_-75_0\B03_010758_1394_XN_40S227W_G09_021663_1393_XN_40S227W,B03_010758_1394_XN_40S227W_G09_021663_1393_XN_40S227W,-2818223.821,-2395921.983,945.8435019,0,0,0.297250628,
G:\crater_flux_output_folders\output_0_10_-25_-0.01\B09_013202_1782_XN_01S356W_B21_017659_1749_XI_05S356W,B09_013202_1782_XN_01S356W_B21_017659_1749_XI_05S356W,-10457326.57,-176286.7691,101.3200672,7,0.069087992,0.297243327,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B07_012259_1927_XI_12N173W_G18_025076_1889_XN_08N173W,B07_012259_1927_XI_12N173W_G18_025076_1889_XN_08N173W,403160.8175,599727.0096,85.3703541,4,0.046854673,0.297211528,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\P07_003794_1916_XI_11N174W_D06_029731_1879_XN_07N174W,P07_003794_1916_XI_11N174W_D06_029731_1879_XN_07N174W,323982.1955,587154.3578,121.4906468,14,0.115235208,0.297209263,done
G:\crater_flux_output_folders\output_0_10_-25_-0.01\P15_006886_1752_XI_04S349W_F23_044757_1748_XN_05S350W,P15_006886_1752_XI_04S349W_F23_044757_1748_XN_05S350W,-10078048.74,-247214.1026,24.80312027,7,0.282222556,0.297208756,done
G:\crater_flux_output_folders\output_80_90_-25_0\B02_010443_1620_XN_18S269W_B22_018302_1621_XN_17S270W,B02_010443_1620_XN_18S269W_B22_018302_1621_XN_17S270W,-5337282.212,-1014900.904,67.44294116,12,0.177928183,0.297203422,done
G:\crater_flux_output_folders\output_-60_-50_0_75\G01_018518_2292_XN_49N056W_G19_025810_2279_XN_47N056W,G01_018518_2292_XN_49N056W_G19_025810_2279_XN_47N056W,7335221.184,2878676.899,5.084671983,0,0,0.29717353,
G:\crater_flux_output_folders\output_0_10_0_75\P17_007585_1947_XN_14N358W_G08_021483_1911_XI_11N358W,P17_007585_1947_XN_14N358W_G08_021483_1911_XI_11N358W,-10578207.24,774128.7684,44.12410181,2,0.045326702,0.2971645,done
G:\crater_flux_output_folders\output_130_140_-75_0\P06_003453_1752_XI_04S222W_G12_023034_1758_XN_04S222W,P06_003453_1752_XI_04S222W_G12_023034_1758_XN_04S222W,-2524463.305,-267128.2289,274.2149562,17,0.06199516,0.2971057,done
G:\crater_flux_output_folders\output_-115_-110_-70_-50\D10_031285_1276_XI_52S113W_J10_048823_1295_XN_50S114W,D10_031285_1276_XI_52S113W_J10_048823_1295_XN_50S114W,3941237.839,-3089790.458,211.2254429,13,0.061545616,0.297094911,done
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\J04_046363_2069_XN_26N277W_J06_047286_2065_XN_26N277W,J04_046363_2069_XN_26N277W_J06_047286_2065_XN_26N277W,-5792619.705,1566562.968,109.9470488,6,0.054571724,0.297091961,done
G:\crater_flux_output_folders\output_80_90_-75_-50\G14_023669_1208_XN_59S270W_F10_039559_1188_XI_61S269W,G14_023669_1208_XN_59S270W_F10_039559_1188_XI_61S269W,-5339461.689,-3529244.541,78.73743654,5,0.063502194,0.297079831,
G:\crater_flux_output_folders\output_130_140_-75_0\B07_012551_1751_XN_04S222W_F23_044660_1746_XN_05S223W,B07_012551_1751_XN_04S222W_F23_044660_1746_XN_05S223W,-2546187.139,-288124.9337,261.3887604,9,0.034431473,0.297060549,
G:\crater_flux_output_folders\output_-60_-50_-75_0\D05_029239_1375_XN_42S055W_J04_046342_1369_XN_43S055W,D05_029239_1375_XN_42S055W_J04_046342_1369_XN_43S055W,7398722.788,-2503185.034,176.2844118,0,0,0.297053576,
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\P19_008320_2406_XN_60N276W_J20_052771_2406_XN_60N276W,P19_008320_2406_XN_60N276W_J20_052771_2406_XN_60N276W,-5717340.96,3580522.468,925.6383355,4,0.004321342,0.297050953,
G:\crater_flux_output_folders\output_-115_-110_-50_-35\B11_013813_1342_XI_45S111W_J14_050313_1341_XN_45S112W,B11_013813_1342_XI_45S111W_J14_050313_1341_XN_45S112W,4042926.393,-2706240.692,563.3680718,11,0.019525423,0.297037184,done
G:\crater_flux_output_folders\output_80_90_-25_0\P16_007437_1730_XN_07S274W_G20_025871_1768_XN_03S274W,P16_007437_1730_XN_07S274W_G20_025871_1768_XN_03S274W,-5615101.34,-263960.36,149.6499278,0,0,0.297027349,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\D01_027621_2423_XN_62N179W_F02_036403_2435_XN_63N180W,D01_027621_2423_XN_62N179W_F02_036403_2435_XN_63N180W,24617.48088,3745192.091,4567.086,14,0.003065412,0.297019511,done
G:\crater_flux_output_folders\output_-110_-100_30_60\B09_013219_2171_XN_37N105W_D15_033183_2133_XN_33N104W,B09_013219_2171_XN_37N105W_D15_033183_2133_XN_33N104W,4444266.411,2038341.182,112.3731478,11,0.097888154,0.296995789,done
G:\crater_flux_output_folders\output_130_140_-75_0\J11_049130_1746_XN_05S222W_J19_052242_1749_XI_05S222W,J11_049130_1746_XN_05S222W_J19_052242_1749_XI_05S222W,-2533229.482,-303459.4807,1614.181108,0,0,0.296947569,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\D09_030786_1416_XI_38S171W_J13_049880_1409_XN_39S171W,D09_030786_1416_XI_38S171W_J13_049880_1409_XN_39S171W,493029.9245,-2283271.154,153.9736348,4,0.025978474,0.296933144,done
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\P02_001714_2389_XI_58N277W_F17_042420_2390_XN_59N277W,P02_001714_2389_XI_58N277W_F17_042420_2390_XN_59N277W,-5793211.674,3482140.648,1360.971398,11,0.008082462,0.296927571,done
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\P18_008175_2406_XN_60N276W_F01_036301_2419_XI_61N276W,P18_008175_2406_XN_60N276W_F01_036301_2419_XI_61N276W,-5709377.672,3579755.727,1677.324523,0,0,0.296905637,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\J02_045423_2480_XN_68N181W_J02_045568_2453_XN_65N179W,J02_045423_2480_XN_68N181W_J02_045568_2453_XN_65N179W,3262.465555,3918993.26,58.24665571,0,0,0.296898782,
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\B17_016113_2309_XN_50N276W_F17_042354_2304_XN_50N275W,B17_016113_2309_XN_50N276W_F17_042354_2304_XN_50N275W,-5674224.236,2973262.441,978.5035864,16,0.016351499,0.296895891,done
G:\crater_flux_output_folders\output_-60_-50_-75_0\F17_042452_1288_XN_51S058W_J09_048465_1332_XN_46S059W,F17_042452_1288_XN_51S058W_J09_048465_1332_XN_46S059W,7160199.259,-2906904.563,35.15301061,0,0,0.296866685,
G:\crater_flux_output_folders\output_130_140_0_75\P01_001501_2281_XN_48N224W_G20_026014_2290_XI_49N226W,P01_001501_2281_XN_48N224W_G20_026014_2290_XI_49N226W,-2710134.641,2825087.425,2077.786117,0,0,0.29685086,
G:\crater_flux_output_folders\output_-60_-50_0_75\D20_035159_1939_XN_13N050W_J06_047225_1959_XN_15N050W,D20_035159_1939_XN_13N050W_J06_047225_1959_XN_15N050W,7675758.776,917572.681,20.24492854,15,0.7409263,0.29684189,done
G:\crater_flux_output_folders\output_-60_-50_-75_0\P18_007943_1637_XI_16S050W_B22_018228_1622_XN_17S050W,P18_007943_1637_XI_16S050W_B22_018228_1622_XN_17S050W,7702831.254,-1015123.558,42.45130815,3,0.0706692,0.296827793,
G:\crater_flux_output_folders\output_-110_-100_-30_0\B19_017109_1777_XN_02S100W_G19_025469_1725_XN_07S100W,B19_017109_1777_XN_02S100W_G19_025469_1725_XN_07S100W,4717094.322,-290485.9922,90.56697513,3,0.033124657,0.29682371,done
G:\crater_flux_output_folders\output_130_140_-75_0\G12_023034_1758_XN_04S222W_F09_039280_1751_XN_04S222W,G12_023034_1758_XN_04S222W_F09_039280_1751_XN_04S222W,-2526709.434,-253635.7143,899.1440062,0,0,0.296806931,
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\G20_026006_1521_XN_27S357W_G22_026995_1478_XN_32S357W,G20_026006_1521_XN_27S357W_G22_026995_1478_XN_32S357W,-10495163.35,-1830462.058,2.228050332,0,0,0.296793848,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B16_016017_2231_XI_43N174W_G22_026922_2201_XN_40N173W,B16_016017_2231_XI_43N174W_G22_026922_2201_XN_40N173W,357432.9526,2403314.188,235.5246587,19,0.080670959,0.296771437,done
G:\crater_flux_output_folders\output_130_140_-75_0\B05_011562_1756_XI_04S222W_D17_033860_1751_XN_04S222W,B05_011562_1756_XI_04S222W_D17_033860_1751_XN_04S222W,-2520644.407,-261403.1435,461.7512521,0,0,0.29673636,
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\B11_013980_1523_XN_27S354W_G19_025518_1504_XI_29S354W,B11_013980_1523_XN_27S354W_G19_025518_1504_XI_29S354W,-10336139.85,-1660789.169,31.83201848,16,0.502638562,0.296717972,done
G:\crater_flux_output_folders\output_130_140_-75_0\G13_023311_1775_XN_02S224W_J02_045570_1746_XN_05S223W,G13_023311_1775_XN_02S224W_J02_045570_1746_XN_05S223W,-2623838.624,-224682.4315,16.05789788,0,0,0.296713799,
G:\crater_flux_output_folders\output_130_140_0_75\B22_018287_2258_XI_45N229W_G06_020766_2270_XN_47N230W,B22_018287_2258_XI_45N229W_G06_020766_2270_XN_47N230W,-2951285.926,2772137.247,901.967025,18,0.019956384,0.296710789,done
G:\crater_flux_output_folders\output_130_140_-75_0\F21_044146_1477_XI_32S228W_J05_046612_1515_XN_28S228W,F21_044146_1477_XI_32S228W_J05_046612_1515_XN_28S228W,-2865665.451,-1764785.055,326.7453651,0,0,0.296688646,
G:\crater_flux_output_folders\output_-115_-110_0_10\D21_035346_1854_XI_05N114W_F12_040476_1850_XI_05N114W,D21_035346_1854_XI_05N114W_F12_040476_1850_XI_05N114W,3873701.041,308463.7647,95.04523072,7,0.073649145,0.296686888,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\B07_012299_1412_XN_38S178W_J09_048377_1409_XN_39S178W,B07_012299_1412_XN_38S178W_J09_048377_1409_XN_39S178W,98833.22515,-2301314.872,212.1254238,17,0.080141266,0.296676725,done
G:\crater_flux_output_folders\output_0_10_-25_-0.01\B19_016868_1643_XN_15S359W_G05_020270_1669_XI_13S359W,B19_016868_1643_XN_15S359W_G05_020270_1669_XI_13S359W,-10624831.5,-827935.4091,56.29076152,3,0.053294713,0.296658546,done
G:\crater_flux_output_folders\output_130_140_-75_0\P22_009505_1753_XI_04S222W_D02_027834_1748_XN_05S222W,P22_009505_1753_XI_04S222W_D02_027834_1748_XN_05S222W,-2521648.143,-276821.6157,1845.20633,0,0,0.296652615,
G:\crater_flux_output_folders\output_0_10_0_75\B17_016314_2066_XN_26N000W_G02_019149_2045_XI_24N000W,B17_016314_2066_XN_26N000W_G02_019149_2045_XI_24N000W,-10667735.22,1500888.963,43.3091355,0,0,0.296651781,
G:\crater_flux_output_folders\output_80_90_-25_0\B12_014333_1714_XN_08S273W_J07_047642_1728_XN_07S273W,B12_014333_1714_XN_08S273W_J07_047642_1728_XN_07S273W,-5521920.385,-505795.723,78.35384607,16,0.204201846,0.296634823,
G:\crater_flux_output_folders\output_130_140_0_75\G22_026673_2462_XN_66N222W_F04_037222_2481_XN_68N222W,G22_026673_2462_XN_66N222W_F04_037222_2481_XN_68N222W,-2505455.566,3917644.238,365.2601195,8,0.021902199,0.296589822,done
